$,dollar ドル記号
predictable,予報し得る
predictable,予想どおりの
predictably,予言どおりに
predictably,案の定
prediction,予報すること
prediction,予報される事
prediction,予報
prediction,予言
predigest,平易に書き直す
predilection,ひいき
predilection,偏愛
predispose,受けやすくする
predisposition,かかりやすい素質
predisposition,傾向
predisposition,性癖
predominance,優勢
predominance,支配
predominant,優勢な
predominant,有力な
predominant,最も目につく
predominantly,たいていは
predominantly,主として
predominate,権力をふるう
predominate,影響を与える
predominate,目立つ
predominate,優勢である
preemie,早産児
preemie,未熟児
preeminence,優位
preeminence,卓越
preeminence,傑出
preeminent,卓越した
preempt,代わりに放送される
preemption,先買
preemption,先買権
preemption,敵国向け軍需品の買取り権
preemption,居住権
preemptive,先買の
preemptive,先制の
preemptive,相手を封じるため必要以上に高くビッドする
preen,身づくろいをする
preexist,別界に先在する
preexist,肉体と合体する以前に存在する
preexistence,先在
preexistence,前世
preexistence,生前の魂の存在
pref.,preface
pref.,preference
pref.,preferred
pref.,prefix
prefabricate,前もって作り上げる
prefabricated,プレハブ方式の
prefabrication,規格部品による組み立方式
prefatory,序文の
prefatory,前置きの
prefect,長官
prefect,総督
prefect,長官
prefect,総監
prefect,風紀の監督をする上級生
prefectural,県の
prefectural,府の
prefecture,県
prefecture,府
prefecture,長官官邸
preferable,いっそう望ましい
preferable,むしろ好ましい
preferable,望ましい
preferably,好んで
preferably,むしろ
preference,好み
preference,好みの物を選ぶ権利
preference,優先権
preference,好みのもの
preferential,優先の
preferential,差別的な
preferment,昇進
preferment,登用
pregnancy,妊娠の状態
pregnancy,含蓄
pregnant,妊娠している
pregnant,含みのある
pregnant,いっぱいに含んだ
pregnant,はらんだ
pregnant,想像に富んだ
preheat,使用前に温める
prehensile,〈足
prehensile,尾などが〉巻きついて物をつかむのに適している
prehistoric,有史以前の
prehistoric,先史の
prehistoric,大昔の
prehistoric,旧式な
prehistorical,有史以前の
prehistorical,先史の
prehistorical,大昔の
prehistorical,旧式な
prehistory,先史時代
prehistory,先史学
prehistory,先史人類史
prehistory,いきさつ
prehistory,経過
prejudgment,予断
prejudgment,速断
prejudgment,予断裁決
prejudgement,予断
prejudgement,速断
prejudgement,予断裁決
prejudiced,偏見をいだいた
prejudiced,不公平な
prelacy,高位聖職者の職
prelacy,《集合的に
prelacy,高位聖職者
prelate,高位聖職者
prelate,高僧
prelim.,preliminary
preliminary,準備する
preliminary,予備の
preliminary,前置きの
preliminary,準備の処置
preliminary,予備行動
preliminary,下準備
preliminary,予備試験
preliminary,前座試合
preliminary,予選
preliterate,記録を保存してない
prem.,premium
premarital,結婚前の
premature,時期尚早の
premature,早すぎた
premature,早計の
premature,早まった
premature,早産の
premedical,医学部進学課程の
premeditated,意図的な
premeditated,計画的な
premeditation,前もって慎重に計画すること
premier,第1位の
premier,首席の
premier,首相
premiere,初演
premiere,封切
premiere,〈演劇
premiere,映画など〉初演する
premiere,封切る
premiere,〈演劇
premiere,映画などが〉初演される
premiere,封切られる
première,初演
première,封切
première,〈演劇
première,映画など〉初演する
première,封切る
première,〈演劇
première,映画などが〉初演される
première,封切られる
premiership,首相の地位
premium,無料提供品
premium,値引き品
premium,おまけ
premium,割増し金
premium,奨励金
premium,高い価値
premium,保険料
premium,保険掛け金
premolar,小臼歯
premolar,小臼歯の
premonition,予感
premonition,前兆
premonitory,前触れとなる
premonitory,警告的な
prenatal,生まれる前の
prenatal,胎児期の
preoccupation,没頭
preoccupation,夢中
preoccupation,心を奪われること
preoccupation,没頭される問題
preoccupied,心を奪われている
preoccupied,気をとられている
preoccupied,夢中の
preoccupy,〈人
preoccupy,人の心〉いっぱいにする
preoperative,手術前に起こる
preoperative,手術前の
prep.,preposition
prepackage,販売前に包装する
prepaid,prepayの過去
prepaid,過去分詞
prepaid,前払いの
prepaid,支払い済みの
preparation,準備されている状態
preparation,宿題
preparation,予習
preparation,食品
preparation,薬剤
preparatory,準備の
prepare,用意させる
prepare,心構えをさせる
prepare,準備する
prepare,用意する
prepare,心構えをする
preponderance,まさること
preponderance,優勢
preponderance,優位
preponderant,優勢な
preponderant,圧倒的な
preponderant,まさっている
preponderate,優位を占める
preposition,前置詞
prepositional,前置詞の
prepositional,前置詞を含む
prepossess,〈感情
prepossess,観念などが〉第一印象で好感を与える
prepossessing,好感を与える
prepossessing,好ましい
prepossession,先入観
preposterous,不合理な
preposterous,非常識な
preposterous,ばかげた
prepuce,包皮
prerecord,録画をとる
prerequisite,必須の
prerequisite,あらかじめ必要な
prerequisite,条件として必要な
prerequisite,必須の
prerequisite,前提条件
prerequisite,前もって必要なもの
prerogative,特権
prerogative,特典
pres.,present
Pres.,President
Pres.,Presbyterian
pres.part.,present participle
presbyopia,遠視
presbyopia,老眼
presbyter,長老
presbyter,司祭
presbyter,世話役
Presbyterianism,長老制度
Presbyterianism,長老制主義
presbytery,内陣
presbytery,中会
presbytery,中会管轄区域
presbytery,司祭館
presbytery,司祭席
preschool,小学校入学前の
preschool,学齢未満の
preschool,幼稚園より手前の児童の通う幼稚園予科のような施設
prescience,予知
prescience,先見の明
prescient,予測できる
prescient,推測可能な
prescribe,〈守るべき規則
prescribe,方針など〉処方する
prescribe,規定する
prescribe,資示する
prescribe,処方を書く
prescribed,定められた
prescribed,処方された
prescript,規定
prescript,指令
prescription,指示すること
prescription,規定
prescription,指示
prescription,処方
prescription,処方せん
prescription,処方薬
prescription,時効
prescription,長期間の使用による権利
prescription,貫行
prescriptive,指示する
prescriptive,規定する
prescriptive,時効による
prescriptive,長年の使用によって得られた
presence,居ること
presence,あること
presence,出席
presence,列席
presence,同席
presence,立ち合い
presence,面前
presence,風さい
presence,態度
presence,ふるまい
presence,気
presence,霊
presence,幽霊
presence,もののけ
present,贈り物
present,プレゼント
present,ささげ銃の姿勢
present,〈贈り物
present,賞など〉ささげ銃にする
present-day,現代の
present-day,今日の
presentable,人前へ出せる
presentable,上演できる
presentably,人前に出して見苦しくないように
presentably,体裁よく
presentation,贈呈
presentation,贈与
presentation,紹介
presentation,披露
presentation,上演
presentation,発表
presentation,提出
presentation,提示
presenter,テレビショーの司会者
presentiment,予感
presentiment,胸騷ぎ
presently,やがて
presently,まもなく
presently,現在
presently,目下
presentment,贈呈
presentment,進呈
presentment,提出
presentment,提示
presentment,記述
presentment,陣述
presentment,上演
presentment,演出
preservable,保存のきく
preservable,維持できる
preservation,保護
preservation,保存
preservation,保管
preservation,貯蔵
preservative,保存の
preservative,保存力のある
preservative,防腐剤
preserver,保護に用いる物
preserver,防具
preserver,保護者
preshrunk,防縮加工ずみの
preside,司会をする
preside,議長をつとめる
preside,主人役をつとめる
preside,管理する
preside,支配する
preside,主宰する
presidency,大統領の職
presidency,米大統領の職務
president,米国大統領
president,大統領
president,会長
president,総裁
president,長官
president,社長
president,学長
president,総長
president,議長
president,司会
presidential,大統領の
presidential,会長の
presidential,社長の
presidium,最高会議幹部会
praesidium,最高会議幹部会
press,強制徴兵する
press-stud,ホック
pressed,プレス加工の
pressed,追われた
pressed,切迫して
pressgang,水兵強制徴募隊
pressing,緊急の
pressing,差し迫った
pressing,たっての
pressing,熱心な
pressing,レコード
pressman,印刷工
pressman,新聞記者
pressmark,書架記号
pressurization,与圧
pressurisation,与圧
pressurize,〈飛行機
pressurize,宇宙船などの内部〉加圧する
pressurise,〈飛行機
pressurise,宇宙船などの内部〉加圧する
prestidigitation,手品
prestidigitation,奇術
prestige,威信
prestige,名声
prestige,声望
prestigious,誉れの高い
prestigious,高名な
prestigious,尊敬されている
prestissimo,最も速い
prestissimo,最も速く
presto,急速に
presto,急速な
presto,急速曲
prestressed,補強鋼線入りの
presumable,仮定できる
presumable,ありそうな
presumably,たぶん
presumably,おそらく
presumption,推定すること
presumption,推定
presumption,でしゃばり
presumption,ずうずうしさ
presumptive,推定上の
presumptive,推論に基づく
presumptuous,でしゃばりのずうずうしい
presumptuous,生意気な
presupposition,予期すること
presupposition,前提となる事柄
presupposition,前提
preteen,ティーンエイジ前の子供
pretended,装ったふりをした
pretended,偽りの
pretended,にせの
pretense,見せかけ
pretense,ふり
pretense,まね
pretense,気取り
pretense,てらい
pretense,自称
pretence,見せかけ
pretence,ふり
pretence,まね
pretence,気取り
pretence,てらい
pretence,自称
pretension,気取ること
pretension,自称
pretension,自任
pretension,見せかけ
pretension,みえ
pretentious,うぬぼれた
pretentious,思い上がった
pretentious,見えをはる
pretentious,ぎょうぎょうしい
preternatural,異常な
preternatural,超自然的な
preternatural,不可思議な
pretext,口実
pretext,弁解
Pretoria,プレトリア
prettification,飾りたてること
prettification,粉飾
prettily,きれいに
prettily,かわいらしく
prettily,上品に
prettily,行儀よく
prettily,適切に
prettily,みごとに
prettiness,きれいさ
prettiness,かわいらしさ
prettiness,こぎれいさ
prettiness,すっきりしていること
pretty,きれいな
pretty,かわいらしい
pretty,きれいな
pretty,こぎれいな
pretty,快い
pretty,楽しい
pretty,みごとな
pretty,けっこうな
pretty,ひどい
pretty,かなり大きい
pretty,相当な
pretty,かなり
pretty,わりあいに
pretty,とても
pretty,ずいぶん
pretty,かわいい子
pretty-pretty,ただきれいというだけの
pretty-pretty,飾り立てただけの
pretzel,プレッツェル
prev.,previous
prev.,previously
prevail,〈強さ
prevail,影響力が〉勝る
prevail,勝つ
prevail,普及している
prevail,広く行きわたる
prevailing,最も一般の
prevailing,広く行きわたっている
prevailing,有力な
prevailing,優勢な
prevalence,広く行きわっていること
prevalence,普及
prevalence,優勢
prevalence,支配
prevalent,いたる所ににある
prevalent,流行している
prevaricate,言い紛らす
prevaricate,言葉じりを濁す
prevaricate,うそをつく
prevaricate,ごまかす
prevarication,言い紛らすこと
prevarication,言い逃れ
prevaricator,言い逃れをする人
prevent,邪魔をする
prevent,妨げる
preventable,予防できる
preventable,妨げられる
preventible,予防できる
preventible,妨げられる
prevention,予防すること
prevention,予防するもの
preventive,予防の
preventive,防止する
preventive,妨げる
preventive,予防する
preventive,予防法
preventive,予防薬
previous,前の
previous,先の
